id,Price,Usage
23598,8247000,Public
11827,26500000,Private
5422,3400000,Public
4847,3663000,Public
15268,5200000,Private
23812,10700000,Public
17104,4800000,Private
15266,3499000,Private
24485,2288000,Public
11387,2050000,Public
6478,24500000,Private
31819,18000000,Public
4469,17100000,Public
5953,3199000,Public
12980,11500000,Public
6803,14800000,Public
20974,5620000,Public
16970,19500000,Private
12528,5800000,Public
5980,2100000,Public
5821,17600000,Public
17595,5250000,Public
24786,5160000,Private
12348,9997000,Public
22633,11100000,Private
17656,9500000,Public
12227,3900000,Public
655,2982000,Private
7330,28500000,Private
26644,4560000,Private
5220,15500000,Public
10212,11000000,Public
11768,2357000,Public
22293,6081000,Private
27897,4492000,Public
13508,8400000,Public
26024,8499000,Public
6480,14100000,Public
7676,6000000,Private
21242,12700000,Private
18420,5900000,Public
5221,14500000,Private
8686,20000000,Private
17489,6000000,Public
17679,12300000,Private
25336,2800000,Public
17402,19400000,Public
8048,6000000,Public
30264,6000000,Private
24702,3719000,Private
28155,9000000,Private
10944,120000000,Private
29635,2780000,Public
4771,23600000,Public
7647,2800000,Private
5975,19800000,Public
8393,89000000,Public
3441,13700000,Public
31854,2576000,Public
17893,5999000,Private
17123,12000000,Private
3113,4810000,Private
12530,9000000,Public
16328,17700000,Private
2726,4200000,Private
1482,4603000,Public
4667,12800000,Private
1788,3776000,Private
9739,4500000,Private
9902,3700000,Public
17571,2576000,Private
624,65000000,Private
27940,7500000,Private
10882,9600000,Private
2275,5500000,Public
32446,85300000,Public
14861,9000000,Public
32824,4505000,Private
31693,3108000,Private
14202,21500000,Private
20490,5483000,Private
19178,6000000,Public
31733,9180000,Public
29919,6748000,Private
25151,3800000,Private
4877,14900000,Private
5879,2500000,Private
17259,5600000,Public
13812,84500000,Private
11499,6000000,Private
18936,9571000,Private
1555,9500000,Private
21601,11900000,Private
32590,3988000,Public
7570,16000000,Public
26066,6360000,Private
9881,3500000,Public
6395,2611000,Public
29597,3300000,Public
32693,14000000,Private
14613,22500000,Public
28318,2400000,Private
10993,7500000,Private
24706,33000000,Public
11011,12700000,Private
5068,8500000,Public
11869,4500000,Private
1412,6300000,Public
7792,10800000,Private
26890,4500000,Private
10628,28800000,Private
24104,8120000,Public
15191,4000000,Public
28117,2000000,Private
17441,4200000,Public
12310,37000000,Private
19011,17600000,Private
11697,4950000,Public
13484,4500000,Public
762,7500000,Public
27276,2700000,Public
25193,3335000,Private
22791,32500000,Public
13872,12500000,Public
23249,7798999,Public
6921,4500000,Public
32370,4836000,Private
30543,6000000,Public
16291,19500000,Private
23052,5999000,Private
10509,13000000,Private
22910,15900000,Public
1912,21000000,Public
14627,8000000,Public
1668,3306000,Public
8136,340000000,Private
27112,6230000,Public
29082,63000000,Private
25850,2899000,Private
18670,11200000,Public
18859,3500000,Private
25301,4905000,Public
23766,17500000,Private
21375,4557000,Public
16302,24000000,Public
4783,2995000,Public
6462,13500000,Private
32511,12800000,Public
17663,2200000,Public
9579,2950000,Public
10269,60100000,Private
10228,9500000,Public
25406,31000000,Private
12675,19000000,Public
10714,10800000,Private
29490,6000000,Private
22822,6500000,Private
26214,7575000,Public
16889,2500000,Public
22312,8545000,Public
28971,9500000,Public
21739,4100000,Private
3000,5892000,Public
10347,12700000,Public
25114,7155000,Public
19952,27000000,Private
5144,5499000,Private
3725,15000000,Private
5836,4199000,Private
10506,14000000,Private
27418,11800000,Public
8687,5000000,Private
12281,21000000,Public
20755,4292000,Private
20126,8500000,Private
3047,3499000,Public
1590,3381000,Public
22989,6626000,Public
21224,11399999,Public
30163,5200000,Private
6948,13500000,Private
7828,9500000,Private
25790,2899000,Private
32623,10900000,Public
3126,5027000,Private
12981,23000000,Public
28952,3800000,Public
17707,39000000,Private
5157,17400000,Private
26071,22799999,Private
30061,9500000,Private
24580,6500000,Private
19934,11000000,Private
16175,18500000,Private
4528,12200000,Private
22592,10600000,Public
8322,16900000,Private
7747,13000000,Private
19652,4140000,Private
896,4519000,Public
15801,3100000,Private
18332,15200000,Private
28736,7600000,Public
17736,6099000,Private
11733,4000000,Private
1385,2725000,Public
2168,6324000,Private
5511,3200000,Public
31331,4050000,Private
28023,2300000,Private
26083,10900000,Private
8769,2490000,Private
26424,6000000,Public
6291,4500000,Public
14802,8200000,Public
32234,7300000,Private
25794,4577000,Private
4084,2100000,Private
3383,5104000,Private
9209,2273000,Public
928,5525000,Public
13271,8500000,Private
10515,2865000,Private
465,2500000,Public
20709,3415000,Public
10173,11000000,Public
1786,4433000,Private
3578,2100000,Public
3349,12600000,Private
14786,4800000,Public
20883,10800000,Private
29768,3300000,Private
24222,7840000,Private
9210,2780000,Public
12902,7500000,Public
13797,3900000,Private
28990,4598000,Public
15337,9000000,Private
3402,5705000,Private
25182,5814000,Private
16796,15300000,Private
6534,10000000,Public
7534,18500000,Private
25361,3800000,Public
21507,3372999,Private
22246,8940000,Public
24079,7840000,Private
31691,6900000,Private
12783,2300000,Private
2383,3244000,Public
5346,19000000,Public
11416,2021000,Public
25716,4635000,Public
12381,10400000,Private
1453,6450000,Public
24561,4057000,Private
26050,3488000,Public
27724,3049000,Private
18921,14300000,Private
23337,15000000,Public
16675,12500000,Private
24977,13799999,Public
25222,6014000,Private
25956,19100000,Public
32248,6227000,Private
5382,5600000,Public
20182,2114000,Private
27017,5029000,Private
24242,6250000,Public
15865,3500000,Private
7033,6000000,Private
32627,7812000,Public
4679,31200000,Public
1043,33000000,Private
31998,4360000,Public
26269,41100000,Public
16659,12000000,Private
10923,6400000,Public
29043,20200000,Private
22130,9174000,Private
30888,4920000,Public
14555,9500000,Public
16457,40000000,Public
243,4009000,Public
10508,26500000,Public
5647,17000000,Public
15239,4500000,Public
19380,4158000,Private
26718,4059000,Private
24644,2848000,Private
2331,5987000,Public
18143,8000000,Private
14734,6000000,Private
31473,2384000,Private
6179,6000000,Private
24924,6580000,Private
12865,29000000,Public
25764,5487000,Private
15805,14800000,Private
5456,2200000,Private
7042,4000000,Private
1640,9510000,Public
29897,14000000,Public
18769,8070000,Private
17217,8413000,Private
17102,4349000,Private
24599,6188000,Public
2310,4758000,Public
2059,4800000,Public
5155,4099000,Public
12184,16000000,Private
2229,26600000,Private
27088,5400000,Private
28443,10500000,Public
16290,20000000,Public
1188,2279000,Private
5665,3200000,Public
4794,6731999,Public
21070,157700000,Public
26074,6038000,Public
23335,8602000,Public
1738,11399999,Private
6119,19200000,Public
31481,5300000,Public
13282,78700000,Public
19438,9400000,Private
9097,2980000,Public
4985,11000000,Private
32140,6669000,Public
8604,2400000,Private
11782,15400000,Public
15505,2500000,Public
20230,5500000,Private
428,3700000,Public
14875,11500000,Public
30911,3173000,Public
20052,3500000,Private
4534,4040000,Private
9733,235200000,Public
32368,2720000,Public
24343,7840000,Private
4520,4817000,Public
16792,13000000,Public
2464,2324000,Private
25810,2899000,Public
20591,4815000,Private
3780,6312000,Public
1406,4500000,Public
20010,7000000,Public
7487,3700000,Public
7109,3700000,Public
31502,72600000,Public
18632,12700000,Public
15180,5200000,Private
28929,5200000,Private
13838,9013000,Private
23891,9894000,Private
15529,16399999,Public
5621,2500000,Public
4229,5839000,Private
30090,3700000,Private
16072,4900000,Private
25762,5612000,Private
25004,4989000,Public
4540,2800000,Private
27737,3584000,Public
24103,8400000,Private
32161,13500000,Public
20770,3483000,Private
24700,6015000,Public
23982,11000000,Public
21529,17100000,Public
31883,14400000,Public
8835,2315000,Public
16780,16000000,Private
24652,7840000,Public
16902,2600000,Public
8960,2805000,Private
9936,5712000,Private
29384,2400000,Private
29449,2668000,Private
24448,6656000,Private
13748,37400000,Public
11462,220000000,Public
29284,8000000,Public
9577,2980000,Private
28980,8000000,Public
10899,31500000,Private
5343,16500000,Private
23754,9500000,Public
24231,8500000,Public
15772,4100000,Public
24620,7840000,Public
2240,3600000,Public
6914,14000000,Private
1427,2500000,Public
20048,4000000,Public
25667,9486000,Private
25259,3859000,Private
22182,8700000,Private
12395,23000000,Private
29126,2500000,Public
22823,6900000,Private
1122,8675000,Private
10660,4500000,Private
6870,5000000,Private
8025,3211000,Public
733,2909000,Private
21124,8691000,Private
27510,6661000,Public
5426,2700000,Private
11682,5000000,Public
27549,17900000,Private
22040,6612000,Public
19009,23000000,Public
725,4000000,Private
12441,13000000,Public
16026,3800000,Public
11615,6350000,Public
28302,6000000,Private
15107,7350000,Public
28830,2800000,Public
7898,10500000,Public
18651,3200000,Private
4285,5200000,Public
18364,6900000,Public
31809,7300000,Public
6863,19000000,Public
11899,6100000,Public
30485,5500000,Private
30176,12100000,Public
20552,7837000,Public
3470,8145000,Public
24890,2851000,Private
10421,5700000,Private
9291,2222000,Private
3697,3713000,Public
27634,5400000,Private
266,6141000,Private
29394,2300000,Public
8085,17800000,Private
3994,19000000,Private
10560,3400000,Private
12387,9500000,Private
19981,3900000,Private
25999,6015000,Private
3735,5800000,Public
32768,5500000,Public
30682,2650000,Private
14383,2210000,Public
24408,9300000,Public
16694,18000000,Public
20911,5825000,Public
25395,5112000,Public
6596,6200000,Public
5715,15500000,Private
6933,3000000,Public
7563,17000000,Private
25397,5856000,Public
27155,10500000,Private
15558,5600000,Private
4475,14300000,Public
19021,9254000,Private
32196,3122000,Private
29630,6000000,Public
29800,5600000,Private
19761,9300000,Private
7468,4800000,Private
4579,37500000,Private
29591,6216000,Private
20638,6210000,Private
17295,12000000,Private
729,3322000,Public
28157,25000000,Private
26344,40400000,Public
29366,2350000,Private
5160,19200000,Public
18737,3300000,Private
2119,7000000,Private
12655,7240000,Private
14187,51500000,Public
1092,5461000,Public
7947,419099999,Private
24732,3249000,Public
2564,3981000,Public
32082,2200000,Public
10855,17500000,Private
30883,7270000,Private
17827,3999000,Private
26195,9595000,Private
6887,3325000,Public
24013,5070000,Public
27646,2000000,Public
2507,6253000,Private
12131,9000000,Private
31120,3649000,Public
5657,17400000,Public
3469,10400000,Private
10059,6000000,Public
22267,18100000,Public
31049,2971000,Private
5133,2650000,Private
19721,12500000,Private
30480,47000000,Private
6224,14500000,Private
5503,2800000,Public
24689,2288000,Public
28943,2060000,Private
22453,12000000,Public
23021,5039000,Private
18790,7843000,Private
29461,5500000,Private
29689,3240000,Public
6912,14500000,Public
11765,8900000,Public
4502,5654000,Public
25034,8083000,Public
8188,6800000,Public
6656,2700000,Public
16185,18500000,Private
3507,7459999,Public
27927,3400000,Public
23263,4806000,Private
13855,13100000,Public
27744,3967000,Public
24307,4300000,Public
30970,8000000,Private
31521,72600000,Public
12169,5500000,Public
17238,4500000,Private
1655,52800000,Public
6388,2150000,Public
12432,22200000,Public
11466,17500000,Private
1282,17600000,Private
10430,16700000,Public
4209,5500000,Public
12480,5800000,Public
7850,40000000,Public
11320,25000000,Private
873,3615999,Public
15807,8580000,Public
11099,8000000,Private
27883,6000000,Private
2767,30400000,Private
23667,8600000,Public
21151,4611000,Public
15281,4361000,Private
12701,80000000,Private
8696,11500000,Public
11262,13600000,Public
273,7527000,Private
1330,17000000,Public
19890,5004000,Public
11513,11299999,Private
17023,33100000,Public
18373,10700000,Private
31684,6000000,Public
25281,2975000,Public
19004,19000000,Public
24643,7840000,Public
31926,6484000,Public
6268,8000000,Public
5638,2700000,Public
423,2475000,Private
17681,17500000,Public
15756,12700000,Public
13531,4550000,Private
14314,9100000,Private
9363,6500000,Private
18616,10500000,Public
6906,65000000,Private
6377,15000000,Public
27797,6500000,Private
1298,7000000,Private
30969,42800000,Private
22280,5364000,Public
3843,4667000,Public
10563,2400000,Private
16313,8000000,Private
20346,4840000,Private
13875,8200000,Private
16752,33500000,Private
30508,2500000,Private
14214,21500000,Private
3776,3543000,Public
13909,15500000,Public
5070,17500000,Public
15923,3645000,Public
3820,32200000,Public
22833,3186000,Public
3315,4299000,Public
22275,8672000,Public
7880,16200000,Private
30790,8325000,Public
18154,5452000,Private
29549,4500000,Private
30293,2775000,Public
4903,3500000,Public
14248,13500000,Public
24248,6150000,Private
2715,3800000,Private
32461,85300000,Private
5218,14500000,Private
24420,5290000,Private
21264,3920000,Public
2153,3399000,Public
24518,2899000,Private
996,6033000,Private
27688,6661000,Public
12014,85000000,Public
30812,13200000,Public
14525,16500000,Private
9038,2887000,Public
19022,10500000,Public
31344,3522999,Public
13728,8000000,Public
30349,3653000,Public
1339,8100000,Public
3105,3188000,Private
31638,3049000,Private
14460,25000000,Private
4894,17800000,Public
20014,31000000,Public
22710,6400000,Public
23226,15000000,Private
18521,13500000,Public
10814,2170000,Public
12032,9200000,Private
17445,14800000,Public
9561,2250000,Public
31321,8000000,Public
15968,3185000,Private
11307,24500000,Private
29726,8000000,Private
18168,8298999,Public
12619,5300000,Public
6328,14100000,Public
14969,54000000,Public
12705,8200000,Public
5425,3100000,Private
11658,3700000,Private
20092,57500000,Public
24955,6100000,Private
29056,8737000,Public
850,8079000,Public
19706,6800000,Private
23830,9000000,Public
17585,19000000,Public
27068,3500000,Private
22628,9900000,Public
16937,2150000,Private
27271,2880000,Private
10413,22000000,Public
23961,11399999,Private
9939,5712000,Public
26722,27500000,Private
4339,6700000,Private
19651,4800000,Private
21117,6994000,Public
16141,15600000,Private
20735,2254000,Private
20892,7980000,Private
3901,7880000,Public
18666,8800000,Public
18349,3800000,Public
4246,7500000,Public
3502,6798000,Public
26713,4348000,Private
11526,4500000,Public
14355,7500000,Private
4890,5994000,Private
7325,4200000,Public
19328,11000000,Private
14055,11000000,Public
15559,3750000,Public
6149,13200000,Private
8372,9000000,Public
3579,4893000,Public
15967,17000000,Public
29870,3500000,Private
24679,8120000,Private
32005,2685000,Public
9952,2500000,Public
10646,3000000,Private
24113,6128000,Private
15506,2500000,Private
5623,3600000,Public
14971,46300000,Public
13684,13899999,Public
10342,10100000,Private
31261,4557000,Private
30108,2062000,Public
12148,6800000,Private
29265,4761000,Public
22820,6222000,Public
20051,22000000,Public
22384,3900000,Public
26981,27500000,Private
10580,60100000,Private
3474,7367000,Public
31243,6500000,Public
20249,30000000,Public
10719,30000000,Public
359,7028000,Public
16786,18800000,Public
24908,8400000,Public
2299,8464000,Private
30232,13000000,Private
19042,6800000,Private
22642,4800000,Private
29756,2000000,Public
12434,4400000,Private
1328,7800000,Private
32775,42000000,Public
19726,2211000,Public
6580,3600000,Public
19690,41000000,Public
14589,30500000,Private
19771,11200000,Private
20280,5394000,Private
8528,18500000,Private
1610,4473000,Public
9480,43500000,Private
22899,7500000,Private
9570,2813000,Public
29999,7000000,Private
1510,4540000,Public
26343,11200000,Private
16197,15600000,Public
7481,18000000,Private
12235,4600000,Public
7840,45000000,Public
6983,9000000,Private
30557,4115999,Private
8846,3010000,Private
16332,16800000,Private
13447,14500000,Private
10185,4500000,Public
26697,4624000,Public
3263,5850000,Private
30201,2400000,Public
22021,4359000,Private
9926,35000000,Private
30524,3900000,Private
8943,2325000,Public
15382,2050000,Public
9403,12000000,Private
2308,6394000,Private
24764,3180000,Public
5222,14500000,Private
30546,4300000,Private
28103,2100000,Private
30131,7200000,Private
30114,6462000,Public
32891,41700000,Public
20078,4000000,Public
23,23400000,Public
27672,4700000,Public
13217,9600000,Private
16255,18000000,Public
23631,13100000,Public
19818,2800000,Private
7602,13500000,Public
14265,4000000,Public
19470,8389000,Public
11450,11200000,Public
4867,5372000,Public
30441,4500000,Public
11125,12000000,Private
26412,3030000,Private
29253,4900000,Private
17321,20299999,Private
578,3981000,Public
22757,5008000,Private
4168,7811000,Public
31434,4899000,Private
3049,5045000,Private
9214,2150000,Public
24365,6600000,Private
32012,5773000,Public
6535,6900000,Public
31279,8496000,Public
14630,8500000,Private
22600,22200000,Public
4227,2703000,Public
25759,2899000,Private
22128,7831999,Public
15272,3300000,Private
19504,4158000,Private
819,4513000,Private
10843,2350000,Public
3053,5325000,Public
15208,4800000,Public
1318,6100000,Private
27536,9495000,Public
25144,2848000,Public
10203,13000000,Public
16875,2600000,Private
8407,19500000,Private
5841,45000000,Private
8477,12500000,Public
21313,19500000,Private
17281,7800000,Public
3242,4518000,Private
10333,2100000,Public
5138,5499000,Private
27081,27500000,Private
5843,24800000,Public
24780,6528000,Private
15063,16900000,Private
17683,10000000,Private
16826,9000000,Public
16070,16000000,Private
17566,24000000,Private
279,8563000,Public
15495,2600000,Public
10569,4900000,Private
25274,3859000,Private
29075,5300000,Private
8731,2750000,Private
15842,9500000,Private
11547,6000000,Public
29807,4000000,Private
32572,6000000,Private
31651,4257000,Public
12518,19000000,Public
15204,5500000,Public
3068,5562000,Public
736,8216000,Private
12290,21000000,Private
20739,2781000,Private
6720,13000000,Public
5576,3000000,Public
12365,9997000,Private
13512,3300000,Public
32778,6669000,Public
10943,86500000,Private
936,9198000,Private
16912,2400000,Private
13356,5699000,Public
31206,4700000,Public
9542,2880000,Public
13094,15200000,Private
10781,7500000,Private
18479,4000000,Public
5304,13000000,Public
29622,7200000,Private
26934,2128000,Public
25526,7840000,Private
790,5861000,Private
6334,7000000,Public
11843,4100000,Public
7070,3200000,Private
15499,10000000,Public
15134,2850000,Public
29173,2237000,Public
4639,23200000,Private
16847,2400000,Private
28296,3000000,Private
7934,35000000,Private
17666,8200000,Public
11015,9900000,Public
32133,2699000,Public
16793,13000000,Public
14659,3500000,Private
250,4189000,Private
2929,10700000,Private
26696,4624000,Private
24568,3180000,Public
900,5244000,Public
2492,13000000,Private
12527,7500000,Public
14926,15500000,Public
15783,6500000,Public
13177,16500000,Private
5754,2451000,Private
330,2788000,Private
22551,11200000,Public
30418,8500000,Private
9048,2012000,Private
14784,5700000,Public
4970,5476000,Private
28372,4429000,Public
18303,3500000,Public
9093,2635000,Private
1650,51600000,Public
4744,9000000,Private
8247,4300000,Public
3398,5050000,Public
21338,7100000,Private
28799,2797000,Public
7456,14500000,Private
430,12000000,Public
28198,3400000,Public
29643,5035000,Private
11203,6000000,Private
26176,4061999,Public
11674,9000000,Private
19027,35000000,Public
26097,4720000,Private
30261,4500000,Private
23080,14200000,Public
8324,17000000,Public
20387,11000000,Public
19413,35200000,Private
4241,8600000,Public
6138,7800000,Public
24828,4950000,Private
20987,6058000,Private
23916,10900000,Public
3014,3881000,Private
18396,8500000,Public
20639,2520000,Private
14620,40000000,Private
13578,2150000,Public
21126,5137000,Private
22221,8900000,Public
15680,8700000,Public
4235,2070000,Public
31569,2758000,Private
25737,4800000,Private
22945,22500000,Private
5535,4000000,Private
28844,23500000,Public
13106,12900000,Public
6180,6000000,Public
30180,12000000,Public
14804,9500000,Private
8892,2361000,Private
19399,10500000,Public
22545,4305000,Public
22314,5364000,Public
16851,2330000,Public
22629,9505000,Private
14564,55599999,Public
24166,10100000,Private
8914,3000000,Public
3707,7998999,Private
20818,3052000,Public
16899,2255000,Public
7627,4199000,Private
14034,19200000,Public
5165,4500000,Public
25154,2288000,Public
32543,6327000,Public
742,10600000,Public
20163,7500000,Private
9320,2075000,Public
29220,3870000,Private
15907,4072000,Public
11472,16000000,Private
31628,2500000,Public
22955,7843000,Public
16088,15000000,Public
9128,2350000,Private
21788,7000000,Private
19542,35200000,Public
18003,5300000,Public
6576,2700000,Public
12272,7800000,Public
19301,16500000,Public
22105,10800000,Public
28974,7500000,Public
4589,4300000,Public
22076,6061000,Public
19966,3900000,Private
21693,4110000,Private
29226,5826000,Public
15287,3800000,Private
31857,4500000,Private
21401,4632000,Public
28264,11000000,Private
20123,10200000,Private
20000,4876000,Public
11291,3700000,Private
214,9357000,Public
12331,40000000,Public
12107,14800000,Public
20482,8900000,Private
10809,22500000,Private
1664,4283000,Public
32176,2912000,Private
25593,2745000,Private
10902,21000000,Public
27067,9800000,Private
17113,25000000,Public
17183,3800000,Public
13059,6900000,Public
13355,5999000,Public
22493,25200000,Private
6252,19900000,Private
10575,3500000,Private
29909,10200000,Public
23378,11299999,Private
532,6831000,Private
18337,7200000,Public
5337,15500000,Public
19106,4810000,Public
14169,6500000,Private
21543,5151000,Public
31368,2766000,Public
7395,21000000,Public
13416,9500000,Private
25791,11000000,Private
6148,14000000,Public
4160,5600000,Public
29110,3844000,Public
12138,20200000,Private
8293,17000000,Private
7724,15400000,Private
27143,2200000,Private
26468,3300000,Private
22587,16500000,Public
2884,3789000,Public
29244,7030000,Public
9358,3900000,Private
28345,6700000,Public
27949,4200000,Private
13372,7000000,Public
20241,4000000,Private
27012,6754000,Private
21521,23200000,Public
10581,3000000,Private
11305,35000000,Public
17120,14000000,Public
3835,4147999,Public
6778,14500000,Private
14762,32500000,Public
980,5181000,Public
11227,15000000,Private
25011,20000000,Private
2527,3981000,Private
7827,6000000,Public
28259,2400000,Public
26565,2300000,Private
28190,4200000,Public
8639,27200000,Public
2772,35000000,Private
4029,3400000,Public
14584,20900000,Public
17036,27300000,Public
12950,120000000,Private
20615,8000000,Private
7422,20000000,Public
16612,10300000,Private
31266,11000000,Private
28932,7198999,Private
22682,5305000,Private
20115,20000000,Public
24822,45000000,Public
1426,3069000,Public
10884,18500000,Private
10598,7200000,Private
28269,2400000,Private
22186,6300000,Public
3058,4400000,Public
11568,19500000,Public
27994,3043000,Public
18136,18800000,Private
11327,3000000,Public
401,11500000,Private
25648,13100000,Public
7721,4000000,Private
6237,14500000,Private
12340,12700000,Private
10132,5500000,Private
6522,7000000,Private
24459,2899000,Private
27176,3200000,Public
14190,15500000,Public
29335,3400000,Public
32755,4977000,Public
26430,3950000,Public
1723,7000000,Public
19491,4500000,Private
17384,4584000,Private
8087,17800000,Public
8459,38000000,Public
4592,24600000,Private
5687,25500000,Private
21890,5443000,Private
12428,5900000,Private
16718,13700000,Private
19521,6363000,Private
17390,13200000,Private
19433,4389000,Public
31549,5700000,Public
28847,18500000,Public
8451,25000000,Public
25540,4547000,Public
621,15500000,Private
17822,5600000,Private
4201,7811000,Private
28381,35000000,Public
2932,3892000,Private
20598,4854000,Public
6003,2800000,Public
20737,2973000,Private
11132,9900000,Private
12854,30000000,Public
20573,29300000,Private
27834,23800000,Private
1937,5116000,Private
26808,2750000,Public
27690,5935000,Public
25654,13700000,Private
7495,3660000,Private
8139,8500000,Private
24347,8400000,Private
5929,2700000,Private
4121,7017000,Public
251,3892000,Public
19632,5600000,Public
22380,33200000,Public
3508,6473999,Private
19564,27000000,Public
30719,3300000,Private
12369,12000000,Private
10867,17000000,Public
31900,2959000,Private
21068,202700000,Private
11679,4000000,Public
31593,3400000,Private
34,8162000,Private
2442,4710000,Private
4915,24600000,Public
23120,66900000,Private
13260,5500000,Public
3592,2540000,Private
23797,20000000,Private
17655,8000000,Private
5135,22500000,Private
21155,6612000,Public
10368,10700000,Public
23586,9148000,Public
17763,6300000,Public
10572,7000000,Public
29038,47800000,Public
2004,3650000,Private
22278,8545000,Public
31270,4222000,Private
13719,60000000,Public
9668,2800000,Public
12620,6000000,Public
26827,8700000,Private
22487,22900000,Private
5215,15800000,Private
9132,2700000,Private
12105,11500000,Public
30358,10200000,Private
16629,30000000,Private
28292,3627000,Private
8663,2100000,Private
7801,15500000,Public
29224,4932000,Private
28843,19500000,Private
12267,20000000,Private
3248,4797000,Private
19079,11200000,Public
26393,200000000,Private
25108,8000000,Private
28981,5200000,Public
21025,3388000,Private
32464,5929000,Public
21987,4595000,Private
26942,20000000,Public
18996,11299999,Private
19853,4200000,Private
22160,13799999,Public
13857,9300000,Private
747,12100000,Private
23031,3800000,Public
7348,15000000,Private
11943,2105000,Public
14943,11299999,Public
23482,6556000,Public
9124,2167000,Public
18590,7998999,Public
1921,3784000,Private
26245,30000000,Private
19185,4158000,Public
23475,7020000,Public
24204,15900000,Public
25894,10700000,Private
31078,4226000,Public
15348,3200000,Private
20136,4200000,Public
18659,10700000,Public
28851,4000000,Private
17834,28200000,Public
14850,59600000,Private
20781,3411999,Public
4347,5200000,Public
9929,2100000,Private
10480,5000000,Public
28387,3900000,Private
26341,10200000,Private
27259,3000000,Private
9296,2150000,Public
11832,6000000,Private
10747,18000000,Private
31328,12000000,Public
11243,8500000,Private
25367,6800000,Public
20060,7200000,Public
31287,17800000,Private
31358,2800000,Public
30519,6500000,Private
9489,17500000,Public
29078,7500000,Public
27849,6500000,Private
26460,8300000,Private
7255,4300000,Private
22777,16100000,Public
11769,3600000,Private
19897,9500000,Public
1226,5700000,Public
13274,12700000,Public
24877,3100000,Private
21064,64000000,Public
6885,16000000,Private
18652,3500000,Public
20359,5400000,Public
1635,3363000,Public
3798,9900000,Private
25771,5173000,Private
11965,15500000,Private
14222,8200000,Private
30316,3927000,Private
10624,18000000,Private
6876,36000000,Public
24586,3261999,Private
2847,8227000,Public
14737,3299000,Public
10829,15500000,Public
1715,5691000,Public
22390,3200000,Private
14535,16000000,Public
28725,9900000,Public
26326,13700000,Public
3396,3800000,Private
23219,6859999,Private
18022,12000000,Public
10133,4300000,Public
21858,5050000,Public
26135,23000000,Private
3914,4645000,Private
14368,8420000,Private
8618,2115000,Private
14533,21100000,Public
795,3173000,Public
19722,7800000,Public
8122,16500000,Public
20629,10200000,Private
12506,46000000,Public
27975,9000000,Public
27967,4200000,Private
13202,11000000,Public
26913,2545000,Private
15019,6575000,Public
28481,3200000,Private
8510,12500000,Public
9237,2214000,Private
1078,6534000,Public
9477,17500000,Public
23182,4700000,Public
20726,10500000,Private
29135,3877000,Private
1758,11700000,Public
24727,7208000,Private
12610,5500000,Public
22411,6200000,Public
21334,4212000,Private
971,3367000,Private
31958,15000000,Private
25435,4485000,Private
17970,4641000,Public
15643,7700000,Private
1536,5115000,Public
21459,15000000,Private
21207,6100000,Public
20166,8105000,Private
18673,7500000,Public
27011,6934999,Public
7668,7500000,Private
19756,2200000,Public
7462,17300000,Public
12364,9958000,Public
516,6461000,Private
9986,3300000,Private
26803,2867000,Public
29151,5000000,Private
28394,5500000,Public
30283,2300000,Public
7552,4500000,Public
7696,8700000,Private
16317,10000000,Public
22558,14000000,Private
18134,9877000,Private
2856,9857000,Private
18310,4700000,Public
5667,16500000,Private
20138,8000000,Public
1968,4275000,Public
14727,7100000,Public
25453,9300000,Public
13592,11399999,Public
3115,4963000,Private
21094,6641000,Private
15212,8500000,Public
9778,3000000,Public
26560,9093000,Private
10296,20500000,Private
8231,45000000,Private
20564,13700000,Private
3964,11500000,Public
12650,11000000,Public
17511,14000000,Public
19382,4500000,Public
25729,5323000,Public
29295,7500000,Public
24743,4500000,Public
8658,35000000,Private
7228,4000000,Private
12704,250000000,Public
27491,9754000,Private
5500,3500000,Public
30414,5500000,Private
26679,9500000,Public
20357,8954000,Private
18879,18900000,Private
11773,10000000,Public
24674,8400000,Private
2276,13000000,Private
6425,2211000,Private
12774,5700000,Private
12923,5160000,Public
5436,3600000,Public
31995,6556999,Public
17626,8400000,Private
3219,4481000,Public
2425,16399999,Public
19676,10500000,Private
16983,3400000,Public
14004,17000000,Public
32455,85300000,Private
24637,8400000,Public
3125,6011000,Private
13048,6400000,Private
18129,36700000,Public
9773,2250000,Public
10919,7400000,Public
1433,6600000,Public
29481,4800000,Public
8021,2251000,Public
6847,11500000,Private
11578,6200000,Private
30070,4758000,Private
17645,9800000,Private
14976,7600000,Public
24827,3100000,Public
10665,3000000,Private
2141,5808000,Public
21610,3735000,Private
17339,17700000,Private
15633,36100000,Private
8779,2788000,Public
32270,12800000,Private
12735,5000000,Private
2174,6900000,Private
22697,6043000,Public
5035,6000000,Private
30748,4300000,Public
7030,2200000,Private
14835,16500000,Public
7508,4800000,Private
24172,8000000,Private
1395,4300000,Public
18884,18900000,Private
13132,20000000,Public
25388,3484000,Private
24122,6340000,Private
27779,5500000,Public
13340,19500000,Public
7080,2500000,Private
8014,2411000,Public
13035,2000000,Private
14909,16000000,Private
7759,3000000,Private
21998,3488000,Private
7449,19000000,Private
1889,3135000,Private
28856,13000000,Private
17550,12500000,Private
17544,16800000,Public
22133,9100000,Private
4148,6556000,Private
7768,7500000,Private
30451,6800000,Public
538,6259000,Public
13868,18000000,Private
27255,3000000,Private
