tchexper,absent,readscore,mathscore,totalscore,boy,white_asian,black,tchwhite,tchmasters,freelunch,small,regular
1,8,414,484,898,1,1,0,1,0,0,1,0
4,4,465,500,965,1,1,0,1,1,0,1,0
19,10,442,444,886,1,1,0,1,0,1,1,0
10,3,461,547,1008,0,0,1,0,0,1,0,0
5,2,476,500,976,0,0,1,1,1,1,0,0
10,7,478,559,1037,0,1,0,1,0,0,0,1
12,4,442,454,896,1,1,0,1,1,0,0,0
7,0,440,500,940,1,1,0,1,1,0,0,0
10,0,474,500,974,1,1,0,1,0,1,0,1
6,9,447,536,983,0,0,1,1,1,1,0,1
10,6,458,536,994,1,1,0,1,0,0,0,1
5,30,439,494,933,0,1,0,1,1,1,0,0
6,0,398,429,827,1,0,1,0,0,1,1,0
11,4,397,399,796,1,0,1,1,0,1,0,0
11,28,380,339,719,1,0,1,1,0,1,0,0
20,5,451,478,929,1,1,0,1,0,1,0,1
1,1,439,494,933,0,0,1,0,0,1,1,0
13,6,442,506,948,0,1,0,1,0,1,0,0
10,7,391,602,993,1,0,1,0,0,1,0,1
10,2,405,444,849,1,1,0,1,1,1,0,0
12,1,455,559,1014,1,1,0,1,1,0,0,1
1,33,443,484,927,0,0,1,1,0,1,1,0
12,13,433,468,901,1,1,0,1,0,0,0,1
11,13,411,423,834,0,0,1,1,1,1,0,0
1,9,440,506,946,1,0,1,0,0,0,0,0
0,7,442,513,955,1,1,0,1,0,0,1,0
0,6,474,559,1033,1,1,0,1,0,0,1,0
8,2,453,506,959,1,1,0,1,1,0,1,0
4,17,402,429,831,1,1,0,1,1,0,1,0
10,22,408,423,831,1,0,1,0,1,1,1,0
2,2,419,500,919,0,0,1,1,0,1,1,0
1,11,442,473,915,1,0,1,1,0,1,0,0
11,0,428,439,867,1,0,1,1,0,1,0,0
14,16,532,626,1158,0,1,0,1,0,0,0,1
11,6,434,473,907,1,0,1,1,0,1,0,0
0,6,538,576,1114,1,1,0,1,0,0,1,0
11,3,434,489,923,0,1,0,1,0,0,1,0
0,10,397,449,846,0,1,0,1,0,0,1,0
12,20,427,463,890,0,1,0,1,0,0,0,1
17,12,445,459,904,1,0,1,1,1,1,0,0
3,4,468,576,1044,1,1,0,1,0,0,0,0
9,11,450,536,986,1,0,1,0,0,0,1,0
1,20,448,449,897,0,0,1,0,0,1,1,0
21,7,456,478,934,0,0,1,0,0,1,1,0
14,0,461,459,920,0,0,1,1,0,1,1,0
8,3,425,520,945,0,0,1,0,0,0,0,0
1,2,428,536,964,0,0,1,1,0,0,0,1
6,1,418,399,817,1,0,1,1,1,1,1,0
1,26,422,468,890,0,0,1,0,0,1,0,0
8,18,398,399,797,0,1,0,1,0,0,0,0
15,6,400,449,849,1,1,0,1,0,0,1,0
12,8,405,434,839,0,0,1,1,0,1,0,1
11,27,388,478,866,0,1,0,1,0,0,0,0
12,4,554,520,1074,0,1,0,1,1,0,0,1
11,5,422,423,845,1,1,0,1,0,0,0,0
24,3,431,528,959,0,0,1,1,1,1,0,1
15,4,413,459,872,1,0,1,0,1,0,0,0
8,7,436,454,890,1,1,0,1,0,0,0,1
8,1,422,444,866,1,1,0,1,0,0,0,1
8,0,422,444,866,1,1,0,1,0,0,0,0
8,4,416,463,879,1,0,1,1,1,1,0,1
6,2,424,513,937,1,0,1,1,0,1,1,0
0,2,440,444,884,1,0,1,0,0,1,0,1
24,9,461,602,1063,1,0,1,1,1,1,0,1
3,9,398,429,827,0,0,1,1,0,1,1,0
6,9,437,473,910,1,0,1,0,0,1,0,1
12,6,437,528,965,1,1,0,1,1,0,0,0
3,18,403,489,892,1,1,0,1,1,1,0,0
5,14,453,576,1029,1,1,0,1,0,0,1,0
10,33,386,399,785,1,1,0,0,1,1,1,0
12,5,460,528,988,1,1,0,1,1,0,0,0
16,13,425,463,888,1,0,1,0,0,1,0,0
13,0,458,547,1005,0,1,0,1,0,0,0,1
12,16,467,506,973,0,1,0,1,1,0,0,0
6,22,467,559,1026,1,1,0,1,1,0,0,1
2,4,434,520,954,0,0,1,0,0,1,1,0
8,10,407,384,791,0,1,0,1,1,0,0,1
3,10,451,500,951,0,1,0,0,0,0,0,1
21,12,431,602,1033,0,1,0,1,0,1,1,0
0,9,433,478,911,1,0,1,1,0,1,0,0
8,10,397,500,897,1,1,0,1,1,0,0,1
3,3,422,484,906,0,1,0,1,1,0,0,0
13,10,440,520,960,0,1,0,1,0,0,0,1
12,13,430,478,908,0,1,0,1,1,0,0,1
3,14,492,513,1005,0,1,0,1,1,0,0,0
15,11,410,459,869,0,1,0,1,0,1,1,0
18,17,425,478,903,1,1,0,0,0,1,0,1
12,9,413,454,867,1,0,1,0,0,0,0,0
16,7,424,444,868,0,0,1,0,0,1,0,0
17,14,448,444,892,1,0,1,1,1,1,1,0
0,9,405,434,839,1,0,1,1,0,1,0,0
14,8,514,506,1020,1,1,0,1,0,0,0,1
12,10,580,536,1116,0,0,1,1,0,0,1,0
15,7,422,434,856,0,0,1,1,1,1,0,1
9,6,427,459,886,1,1,0,1,0,0,0,0
22,18,447,489,936,1,1,0,1,0,1,1,0
3,23,425,489,914,1,1,0,1,0,0,1,0
19,32,580,528,1108,1,1,0,1,0,0,0,1
1,7,407,489,896,0,1,0,0,0,1,0,1
1,9,450,513,963,0,1,0,0,0,0,0,1
10,8,437,484,921,0,0,1,1,0,1,0,0
10,10,391,478,869,1,1,0,1,0,1,0,0
13,15,428,478,906,1,1,0,1,0,1,0,0
3,24,436,489,925,0,0,1,1,0,1,1,0
8,2,460,484,944,0,1,0,1,1,1,1,0
5,6,425,459,884,0,0,1,1,1,1,0,0
10,4,431,559,990,1,0,1,0,0,1,0,1
3,4,408,459,867,1,0,1,1,0,1,1,0
6,0,410,454,864,0,0,1,0,0,0,0,0
10,0,384,484,868,0,0,1,0,0,1,0,1
13,0,413,463,876,1,0,1,0,1,1,1,0
6,17,427,513,940,0,1,0,1,0,0,0,1
6,12,453,602,1055,1,1,0,1,0,0,1,0
0,2,495,484,979,0,1,0,1,0,0,0,0
10,8,478,547,1025,1,1,0,1,0,1,0,1
3,7,538,626,1164,0,0,1,0,0,1,1,0
13,10,472,602,1074,0,1,0,1,1,0,1,0
11,0,492,528,1020,1,1,0,1,0,1,1,0
14,3,428,506,934,1,1,0,1,0,0,0,0
0,7,434,463,897,1,1,0,1,0,0,0,0
10,26,474,463,937,0,1,0,1,0,0,0,0
6,2,424,478,902,1,0,1,0,0,1,0,1
15,6,427,500,927,1,1,0,1,1,0,0,1
5,2,480,506,986,1,0,1,1,0,1,1,0
15,17,414,484,898,1,0,1,1,1,1,0,1
6,2,448,513,961,1,1,0,1,1,0,0,1
6,13,448,559,1007,1,1,0,1,0,0,1,0
6,4,455,494,949,1,1,0,1,1,0,1,0
7,23,455,494,949,1,1,0,1,0,0,0,0
6,8,442,489,931,0,1,0,1,0,0,1,0
0,20,470,513,983,1,0,1,0,0,0,0,1
3,2,407,439,846,1,1,0,0,0,0,0,1
2,5,416,468,884,1,1,0,1,0,0,0,1
7,1,405,444,849,0,1,0,1,0,0,0,0
1,8,425,489,914,1,0,1,1,0,1,0,1
7,10,400,423,823,1,1,0,1,0,0,0,0
3,2,413,444,857,1,0,1,0,0,1,0,1
1,0,424,500,924,1,0,1,0,0,0,0,0
3,32,425,439,864,0,1,0,1,1,1,0,0
7,12,439,439,878,1,1,0,1,0,0,0,0
9,14,424,559,983,1,0,1,0,0,1,1,0
0,10,433,468,901,0,1,0,1,0,1,1,0
13,13,447,513,960,0,1,0,1,1,0,0,0
1,8,443,478,921,0,0,1,0,0,1,0,0
12,8,439,547,986,1,1,0,0,0,0,1,0
8,2,434,528,962,0,0,1,1,1,1,0,0
8,8,431,547,978,1,0,1,1,1,1,0,0
9,24,408,449,857,0,0,1,0,0,1,0,1
12,16,418,513,931,0,1,0,1,0,1,1,0
5,5,422,418,840,0,0,1,0,0,0,1,0
8,5,510,626,1136,1,0,1,1,1,0,0,0
14,1,450,536,986,0,1,0,1,0,0,1,0
3,11,436,473,909,0,0,1,1,0,1,1,0
12,15,458,520,978,1,1,0,1,0,0,0,0
20,7,458,547,1005,0,1,0,1,0,0,0,1
6,1,431,520,951,1,1,0,1,1,0,1,0
12,0,456,536,992,0,1,0,1,0,1,0,0
11,21,384,399,783,0,0,1,1,0,1,0,0
6,12,419,478,897,1,1,0,1,0,0,0,0
1,2,437,506,943,0,0,1,0,0,1,1,0
3,0,495,602,1097,1,1,0,1,0,0,0,1
0,3,433,489,922,0,0,1,1,0,1,1,0
3,14,400,423,823,1,1,0,1,0,0,1,0
3,24,627,576,1203,1,1,0,1,0,0,1,0
20,9,527,506,1033,1,1,0,1,1,0,0,0
7,16,421,449,870,1,0,1,1,0,1,0,0
4,38,440,536,976,0,1,0,1,1,0,0,1
1,0,440,500,940,0,0,1,0,0,0,0,0
11,6,419,468,887,0,0,1,1,0,1,0,1
2,2,403,423,826,0,0,1,1,0,1,0,1
14,10,468,559,1027,1,1,0,1,0,0,0,1
14,0,443,547,990,1,1,0,1,1,0,1,0
14,,443,484,927,1,1,0,1,1,0,1,0
13,10,431,454,885,1,1,0,1,1,0,0,1
11,0,500,536,1036,0,0,1,1,0,0,1,0
21,4,500,513,1013,0,0,1,1,0,0,1,0
12,1,421,459,880,0,0,1,0,0,1,0,0
9,19,463,473,936,1,1,0,1,1,0,0,0
10,21,422,434,856,1,1,0,1,1,0,0,0
9,14,411,536,947,0,0,1,0,0,0,1,0
8,10,424,559,983,1,1,0,0,0,0,0,0
6,10,397,459,856,1,0,1,1,0,0,0,1
15,0,492,454,946,1,0,1,0,1,1,0,1
5,21,407,429,836,1,0,1,1,0,1,0,1
8,29,425,513,938,1,1,0,0,0,0,0,0
10,6,434,484,918,1,0,1,1,1,0,0,0
13,1,476,520,996,0,1,0,1,1,0,0,0
11,20,414,454,868,1,0,1,1,1,1,0,0
14,2,450,478,928,1,1,0,0,1,0,1,0
2,0,443,468,911,1,0,1,1,0,1,1,0
1,2,390,418,808,1,0,1,0,0,1,0,1
8,11,538,626,1164,1,1,0,0,0,0,0,0
11,11,402,454,856,0,1,0,1,0,1,0,1
11,33,380,399,779,1,0,1,1,0,1,0,0
12,10,443,506,949,0,0,1,0,0,1,0,0
0,1,455,494,949,1,0,1,0,0,1,0,1
3,14,474,506,980,1,0,1,1,0,1,1,0
2,0,422,434,856,1,0,1,1,0,1,0,1
3,4,440,449,889,1,0,1,0,0,1,1,0
17,6,434,473,907,1,0,1,1,1,1,0,0
5,12,419,463,882,0,0,1,1,1,1,0,0
0,2,453,513,966,1,1,0,1,0,0,1,0
14,8,554,559,1113,0,1,0,1,0,0,0,1
11,18,456,520,976,1,0,1,1,0,1,0,0
11,8,467,528,995,1,0,1,1,0,1,0,0
5,8,451,506,957,0,0,1,1,0,1,1,0
17,48,413,429,842,0,0,1,1,1,1,0,0
24,29,430,478,908,0,0,1,1,1,1,0,1
12,7,403,399,802,1,0,1,1,0,1,0,1
0,3,439,576,1015,1,0,1,1,0,0,1,0
0,6,474,513,987,0,1,0,1,0,0,0,1
10,25,445,520,965,0,0,1,0,0,1,0,1
1,4,427,494,921,1,0,1,1,0,1,0,1
9,2,407,494,901,1,0,1,0,0,1,1,0
13,4,428,484,912,1,1,0,0,0,0,0,1
14,15,440,434,874,1,0,1,0,0,0,1,0
6,22,427,439,866,1,0,1,0,0,1,0,1
11,37,476,520,996,0,0,1,1,0,1,1,0
6,16,382,444,826,1,0,1,0,0,1,0,1
2,6,461,528,989,0,0,1,1,0,1,0,1
14,12,461,528,989,0,0,1,1,0,1,1,0
6,15,400,454,854,1,0,1,0,0,1,1,0
2,18,434,463,897,0,0,1,1,0,1,1,0
11,7,397,405,802,0,0,1,1,0,1,0,0
11,5,421,478,899,1,0,1,1,1,1,0,0
8,2,418,489,907,0,0,1,0,0,1,0,0
3,4,421,454,875,0,1,0,1,0,0,0,1
5,2,437,513,950,0,0,1,1,1,1,0,0
3,3,476,602,1078,0,0,1,0,0,1,1,0
8,7,395,444,839,1,1,0,1,1,0,0,0
12,4,395,405,800,0,0,1,1,0,1,0,1
0,7,434,489,923,1,0,1,1,0,1,1,0
12,8,416,454,870,0,1,0,1,1,1,1,0
15,0,434,468,902,0,0,1,0,1,0,0,1
14,4,393,399,792,1,0,1,1,0,1,1,0
12,0,437,454,891,1,1,0,1,1,0,1,0
9,60,408,439,847,0,0,1,0,0,1,0,1
7,0,410,429,839,0,0,1,1,0,1,0,0
3,21,461,528,989,0,1,0,1,0,0,0,0
14,4,442,494,936,1,0,1,0,0,1,1,0
8,3,402,478,880,1,1,0,1,0,0,0,0
6,0,456,506,962,0,0,1,0,0,0,0,1
5,7,447,484,931,0,1,0,0,0,0,0,0
14,8,416,399,815,1,0,1,1,0,1,1,0
2,4,478,520,998,1,0,1,1,0,0,1,0
8,11,428,489,917,0,1,0,1,0,0,0,0
9,9,430,473,903,0,0,1,0,0,1,0,1
14,17,455,454,909,1,1,0,1,0,0,0,0
11,14,430,473,903,0,1,0,1,1,1,0,0
20,8,468,520,988,0,0,1,0,0,0,0,1
24,8,440,528,968,1,0,1,0,0,1,0,1
2,6,439,513,952,1,0,1,1,0,1,0,1
10,11,434,513,947,1,1,0,1,0,0,0,0
11,7,451,528,979,0,0,1,1,0,1,0,1
24,4,500,602,1102,0,0,1,1,1,1,0,0
13,5,465,602,1067,0,0,1,0,1,1,1,0
20,1,474,602,1076,0,0,1,0,0,0,0,1
1,35,450,489,939,1,0,1,0,0,1,0,0
13,16,410,439,849,1,0,1,0,1,1,1,0
11,4,431,484,915,1,0,1,1,0,0,0,1
11,33,437,463,900,1,0,1,1,0,1,0,0
3,3,414,473,887,1,0,1,0,0,1,0,0
11,16,442,520,962,1,0,1,1,0,1,1,0
3,6,430,449,879,0,1,0,1,1,0,0,0
6,15,408,449,857,0,0,1,0,0,1,1,0
5,2,411,478,889,1,0,1,1,1,1,0,0
3,4,403,463,866,1,1,0,1,0,0,0,1
6,4,390,434,824,1,0,1,1,1,0,0,1
15,26,545,520,1065,0,1,0,1,0,0,0,0
15,14,403,439,842,0,1,0,1,0,0,0,0
6,0,448,520,968,0,0,1,0,0,1,0,1
1,20,418,473,891,1,0,1,1,0,1,0,0
8,1,458,520,978,0,1,0,1,0,0,1,0
5,2,605,626,1231,0,1,0,0,0,0,0,0
0,0,428,454,882,0,0,1,1,0,0,1,0
13,4,433,506,939,1,0,1,0,1,0,1,0
9,4,445,473,918,1,0,1,0,0,0,0,1
5,42,424,439,863,1,1,0,1,1,1,0,1
11,8,437,500,937,1,1,0,1,1,1,1,0
8,17,388,392,780,1,1,0,1,0,1,0,1
9,4,395,418,813,1,0,1,0,0,1,0,1
11,2,403,399,802,1,0,1,1,0,1,0,0
0,13,395,429,824,1,1,0,1,0,1,0,0
11,28,405,418,823,1,1,0,1,0,1,0,0
1,21,410,429,839,1,0,1,1,0,1,1,0
1,5,407,439,846,1,0,1,0,0,0,0,0
8,16,487,513,1000,0,1,0,1,0,0,0,0
5,27,455,489,944,0,1,0,1,0,0,0,1
10,1,428,429,857,0,0,1,1,1,0,0,0
9,12,440,478,918,0,1,0,1,0,0,0,0
12,3,455,559,1014,0,1,0,1,0,1,0,1
5,8,425,506,931,1,1,0,1,1,0,0,0
1,3,402,439,841,1,1,0,1,0,0,0,1
0,5,410,468,878,1,0,1,1,0,1,0,0
1,7,450,528,978,0,1,0,1,0,0,0,1
12,15,474,520,994,1,0,1,0,0,1,0,1
14,29,474,513,987,0,1,0,1,0,0,0,0
13,19,472,506,978,0,1,0,1,0,0,1,0
3,7,468,489,957,0,0,1,0,0,1,0,0
13,9,456,484,940,0,1,0,1,1,0,0,1
20,8,422,478,900,0,0,1,1,1,0,1,0
0,10,411,489,900,1,1,0,1,0,1,0,1
13,13,434,478,912,1,1,0,1,0,0,0,0
11,2,439,459,898,1,1,0,1,0,0,0,0
3,1,403,405,808,1,0,1,0,0,1,0,1
12,15,388,423,811,0,1,0,1,1,1,0,0
13,19,413,473,886,1,1,0,1,0,0,0,0
18,7,437,528,965,1,0,1,0,0,1,0,1
12,9,434,513,947,1,1,0,1,0,1,1,0
3,11,405,434,839,0,1,0,1,0,0,1,0
11,9,476,576,1052,0,1,0,1,1,0,0,1
13,17,460,559,1019,0,1,0,1,1,0,0,1
5,1,422,468,890,0,0,1,1,0,1,0,1
13,1,407,439,846,0,0,1,1,1,0,0,1
2,6,408,478,886,0,1,0,1,0,0,0,1
14,3,465,494,959,0,0,1,1,0,1,1,0
11,9,427,478,905,0,0,1,0,0,1,1,0
1,38,403,405,808,1,0,1,0,0,1,0,1
13,0,413,463,876,1,1,0,1,1,0,0,0
6,4,410,449,859,0,0,1,1,0,1,0,0
5,10,376,354,730,1,0,1,1,1,1,0,0
2,6,428,489,917,1,0,1,1,0,1,0,0
16,6,492,478,970,0,0,1,0,0,1,0,0
18,17,403,463,866,1,1,0,0,0,0,0,1
8,15,448,473,921,1,1,0,0,0,0,0,0
3,8,453,547,1000,0,1,0,1,0,0,0,1
17,7,413,449,862,1,0,1,1,1,1,0,0
6,2,410,468,878,1,1,0,1,1,1,0,1
8,3,425,473,898,1,1,0,1,1,0,0,0
20,6,411,439,850,1,0,1,1,1,0,1,0
8,3,451,528,979,1,1,0,1,1,0,0,0
8,14,403,459,862,0,1,0,1,0,1,0,0
11,36,411,434,845,0,1,0,1,0,1,0,0
24,7,495,576,1071,0,0,1,1,1,1,0,0
13,1,430,459,889,0,1,0,1,1,1,0,1
9,3,433,520,953,1,0,1,0,0,1,1,0
6,2,443,494,937,1,0,1,1,0,1,0,0
12,12,430,520,950,0,1,0,0,0,1,1,0
15,4,437,520,957,0,0,1,0,1,1,0,0
9,23,391,454,845,0,1,0,0,0,0,0,1
8,19,436,506,942,0,1,0,0,0,0,0,0
11,7,433,473,906,0,0,1,1,1,0,0,0
18,9,443,468,911,1,1,0,0,0,1,0,1
14,18,487,506,993,1,1,0,1,0,0,1,0
10,1,443,536,979,0,0,1,0,0,1,0,1
6,2,413,463,876,1,1,0,1,0,0,1,0
10,3,419,454,873,1,1,0,1,1,1,0,0
12,3,487,536,1023,1,1,0,1,1,1,0,1
16,23,437,484,921,0,0,1,1,0,1,1,0
6,2,487,602,1089,1,1,0,1,1,0,1,0
8,43,393,384,777,0,0,1,1,1,1,0,1
12,3,451,528,979,0,1,0,1,1,0,0,1
21,8,408,500,908,0,0,1,0,0,0,0,0
10,7,465,506,971,0,0,1,0,0,1,0,0
12,15,437,473,910,1,1,0,1,1,1,0,0
11,13,428,444,872,1,1,0,1,0,1,1,0
8,1,430,500,930,0,0,1,1,1,1,0,1
5,25,472,559,1031,0,0,1,1,0,1,1,0
12,3,447,500,947,1,1,0,1,1,0,1,0
4,3,418,454,872,1,1,0,1,1,0,0,1
4,1,500,602,1102,0,1,0,1,1,0,0,1
12,4,418,468,886,1,0,1,0,0,0,1,0
4,7,433,478,911,0,1,0,1,0,0,1,0
6,12,451,506,957,0,1,0,1,1,0,0,0
6,2,450,547,997,1,1,0,1,0,0,1,0
14,0,450,500,950,0,1,0,1,0,1,0,0
4,17,407,449,856,1,1,0,1,0,1,0,0
16,17,455,494,949,1,1,0,1,0,0,0,1
6,5,455,520,975,0,1,0,1,1,0,0,0
15,9,422,459,881,0,1,0,1,1,1,1,0
14,12,445,536,981,0,1,0,1,0,1,0,0
14,4,440,494,934,1,1,0,1,0,1,0,0
10,25,425,500,925,1,1,0,1,0,1,0,1
16,4,425,454,879,1,1,0,1,0,0,0,1
6,9,450,513,963,0,1,0,1,1,1,1,0
2,1,437,468,905,0,1,0,1,0,1,1,0
14,17,433,473,906,1,1,0,1,0,1,0,0
16,0,468,489,957,0,1,0,1,0,0,0,1
15,33,407,484,891,1,1,0,1,1,1,1,0
8,8,447,547,994,1,1,0,1,0,1,1,0
8,4,414,473,887,1,1,0,1,0,0,0,1
12,0,545,513,1058,1,1,0,1,1,1,0,0
3,6,413,418,831,1,1,0,0,1,1,0,1
16,3,460,528,988,1,0,1,0,0,1,0,0
17,11,408,484,892,0,0,1,1,1,0,0,0
17,10,461,513,974,0,1,0,1,0,0,0,0
0,1,388,439,827,0,0,1,1,0,0,0,1
5,5,414,513,927,1,1,0,1,0,0,1,0
3,13,443,489,932,1,1,0,1,0,0,0,0
21,4,413,473,886,0,0,1,0,0,1,0,0
5,5,447,478,925,0,1,0,1,0,0,1,0
24,17,461,626,1087,0,0,1,1,1,1,0,0
1,6,428,473,901,1,0,1,1,0,1,1,0
1,14,424,444,868,0,1,0,1,0,0,1,0
10,28,425,559,984,0,0,1,0,0,1,0,1
0,3,450,439,889,0,0,1,0,0,1,0,1
13,4,408,423,831,1,1,0,1,1,1,0,1
13,1,440,559,999,0,1,0,1,1,0,0,1
18,17,430,489,919,0,1,0,1,0,0,0,0
13,1,478,520,998,0,1,0,1,1,0,0,1
3,12,448,500,948,0,1,0,1,0,0,0,1
5,2,443,536,979,0,1,0,0,0,1,0,0
14,17,447,500,947,0,1,0,0,1,0,1,0
16,3,467,547,1014,0,1,0,0,0,0,1,0
16,3,468,468,936,1,1,0,0,0,0,1,0
18,3,468,547,1015,0,1,0,1,0,0,0,0
24,10,545,626,1171,0,0,1,1,1,1,0,0
10,13,400,434,834,0,0,1,0,1,0,1,0
13,4,442,468,910,1,1,0,1,1,0,0,1
10,10,440,494,934,1,0,1,0,0,0,0,1
18,13,442,520,962,0,1,0,1,1,0,1,0
5,8,433,473,906,1,0,1,0,0,1,1,0
12,6,453,500,953,1,1,0,1,1,0,1,0
11,9,448,494,942,0,0,1,1,0,1,0,1
2,1,410,494,904,0,0,1,1,0,1,1,0
6,12,410,463,873,1,0,1,0,0,1,0,0
6,2,414,444,858,1,0,1,0,0,1,0,1
7,6,413,412,825,1,0,1,1,0,1,0,0
1,2,445,489,934,1,0,1,0,0,1,0,1
0,2,407,444,851,1,0,1,1,0,1,0,0
3,0,433,478,911,1,0,1,0,1,0,0,1
9,5,398,449,847,0,0,1,1,0,1,0,0
16,10,538,536,1074,1,1,0,1,0,0,0,0
17,11,390,423,813,1,0,1,1,1,1,0,0
8,19,428,473,901,1,1,0,0,1,0,0,1
1,37,425,449,874,0,0,1,0,0,1,0,0
11,4,410,434,844,0,0,1,0,1,1,0,1
13,13,487,576,1063,0,1,0,1,1,0,0,0
10,5,433,559,992,1,1,0,1,0,1,0,1
2,8,390,392,782,0,0,1,1,0,1,1,0
9,1,395,429,824,1,0,1,0,0,1,1,0
8,14,424,478,902,1,1,0,1,1,0,1,0
10,2,445,478,923,1,0,1,0,1,1,0,0
1,7,440,484,924,0,1,0,1,0,0,1,0
9,54,410,444,854,1,1,0,1,0,1,0,0
1,21,419,405,824,1,0,1,0,0,1,0,0
12,2,408,434,842,0,0,1,1,1,1,1,0
13,24,425,429,854,1,1,0,1,1,0,0,1
14,9,463,478,941,0,1,0,1,0,1,0,0
15,4,500,547,1047,0,1,0,1,1,0,1,0
10,0,419,454,873,1,0,1,0,0,1,0,1
3,3,480,626,1106,1,1,0,1,0,0,0,1
9,5,411,463,874,0,1,0,1,0,1,0,0
13,16,437,494,931,1,1,0,1,1,0,0,1
8,2,410,434,844,1,0,1,1,1,1,0,1
6,27,400,473,873,0,0,1,1,0,0,0,1
24,9,443,626,1069,0,0,1,1,1,1,0,0
3,7,410,439,849,1,0,1,0,1,0,0,1
3,4,480,547,1027,0,0,1,1,0,1,1,0
14,1,433,513,946,1,1,0,1,0,0,0,0
10,4,485,536,1021,1,1,0,1,0,0,0,1
21,3,397,449,846,0,0,1,0,0,1,0,0
13,12,545,559,1104,1,1,0,1,0,0,0,0
16,2,433,468,901,0,0,1,0,0,1,0,0
2,10,411,434,845,0,0,1,1,0,1,0,0
11,29,395,444,839,0,0,1,0,1,1,0,1
1,6,431,513,944,1,0,1,1,0,1,1,0
2,15,398,405,803,1,0,1,0,0,1,1,0
11,2,507,536,1043,1,1,0,1,1,0,0,1
11,23,472,459,931,0,1,0,1,1,1,0,1
0,4,503,478,981,1,0,1,1,0,1,0,0
11,12,442,520,962,0,0,1,1,0,1,0,1
6,35,413,434,847,1,1,0,1,1,1,0,1
14,6,419,459,878,0,0,1,1,0,1,1,0
0,7,424,454,878,0,1,0,1,0,1,0,1
16,3,460,468,928,0,0,1,0,0,1,0,0
16,0,422,444,866,1,0,1,0,0,1,0,0
5,5,476,536,1012,0,1,0,1,0,0,0,1
13,4,467,489,956,0,1,0,1,1,0,1,0
10,10,448,513,961,0,0,1,1,1,0,0,0
15,11,538,528,1066,0,1,0,1,0,1,1,0
12,9,436,478,914,0,0,1,1,1,1,0,0
21,7,419,506,925,1,0,1,0,0,0,0,0
20,20,461,559,1020,1,1,0,1,1,0,1,0
11,31,407,434,841,1,1,0,1,0,1,0,1
12,18,450,484,934,0,1,0,1,1,1,0,1
12,11,467,536,1003,0,1,0,1,1,0,0,1
4,12,422,454,876,0,0,1,1,0,1,0,1
11,18,413,449,862,1,1,0,1,0,1,0,1
9,11,472,559,1031,0,1,0,1,1,0,0,0
3,11,456,489,945,0,0,1,0,0,1,0,0
13,8,422,468,890,0,0,1,0,1,1,1,0
13,2,408,412,820,1,0,1,0,1,1,1,0
1,5,445,500,945,0,0,1,1,0,1,0,0
5,2,422,454,876,0,0,1,0,0,1,1,0
3,24,418,478,896,0,0,1,1,0,0,0,1
2,0,431,449,880,0,0,1,1,0,1,0,1
8,12,458,536,994,0,1,0,1,0,0,0,1
12,6,437,489,926,1,0,1,1,1,1,1,0
15,10,413,399,812,0,0,1,0,1,0,0,1
5,2,453,559,1012,0,1,0,1,1,0,0,0
10,2,463,547,1010,0,0,1,0,0,1,0,0
6,9,403,405,808,1,0,1,1,1,1,1,0
2,20,436,478,914,1,1,0,1,0,1,1,0
12,3,478,559,1037,0,0,1,0,0,1,0,1
2,8,458,559,1017,1,0,1,1,0,1,1,0
1,2,421,520,941,1,0,1,1,0,1,0,1
9,21,407,439,846,0,1,0,1,0,1,0,0
12,12,413,463,876,1,1,0,1,0,0,0,0
12,10,428,500,928,0,1,0,1,0,0,0,0
15,13,431,439,870,1,1,0,1,0,0,0,1
16,5,440,473,913,1,0,1,0,0,1,0,0
2,1,439,459,898,0,1,0,1,0,0,1,0
20,4,418,484,902,0,1,0,1,1,0,1,0
2,2,439,468,907,1,1,0,1,0,0,1,0
12,11,410,473,883,1,1,0,1,0,1,0,0
2,0,458,536,994,0,0,1,1,0,1,1,0
10,1,460,576,1036,0,0,1,0,0,1,0,0
5,9,450,513,963,1,1,0,1,0,0,1,0
1,3,460,489,949,0,0,1,0,0,1,0,0
12,7,413,454,867,0,0,1,0,0,0,0,0
11,14,443,500,943,1,0,1,0,0,0,1,0
20,2,465,547,1012,0,0,1,0,0,0,0,1
0,7,433,459,892,0,0,1,0,0,0,0,1
13,11,430,473,903,1,1,0,1,1,0,0,1
3,13,465,463,928,0,0,1,0,0,1,0,0
16,7,433,439,872,0,0,1,0,0,1,0,0
2,3,437,513,950,0,1,0,1,0,1,1,0
10,3,416,473,889,1,0,1,0,1,1,0,0
12,2,388,454,842,1,0,1,1,1,1,0,0
7,8,565,559,1124,0,1,0,1,1,0,0,0
10,0,400,392,792,1,0,1,1,0,1,0,1
12,5,421,494,915,0,0,1,1,1,1,0,0
9,36,398,444,842,1,0,1,1,0,1,0,0
19,25,433,494,927,0,1,0,1,0,0,1,0
11,9,430,449,879,0,1,0,1,0,1,0,1
1,5,440,473,913,1,0,1,1,0,0,1,0
0,5,427,449,876,1,0,1,1,0,1,0,0
12,7,437,500,937,1,1,0,1,0,0,0,1
2,0,456,500,956,0,0,1,1,0,1,0,1
3,9,382,405,787,1,0,1,0,0,1,0,1
24,8,507,559,1066,1,0,1,1,1,1,0,0
22,0,411,473,884,0,0,1,1,1,1,0,0
